step,epoch,loss,chosen,rejected,margin,accuracy,chosen_ma20,rejected_ma20,margin_ma20
31,0.38810641627543035,0.6735,0.06480507552623749,0.022437192499637604,0.04236788675189018,0.75,0.01863575903698802,-0.0007945751538500189,0.019430333562195302
32,0.40062597809076683,0.7054,0.015044212341308594,0.038467299193143845,-0.02342308685183525,0.375,0.020363754872232676,0.0011180288391187787,0.0192457253113389
33,0.4131455399061033,0.6789,0.04485165327787399,0.013660527765750885,0.03119112178683281,0.5,0.022236974723637105,0.0030410018051043155,0.01919597201049328
34,0.42566510172143973,0.6474,0.10315442085266113,0.005833866074681282,0.097320556640625,0.75,0.0267156939022243,0.0037637558998540044,0.022951937187463044
35,0.4381846635367762,0.6783,0.04408848285675049,0.014010239392518997,0.03007824346423149,0.75,0.02945901290513575,0.00508883751463145,0.024370174575597047
36,0.4507042253521127,0.6481,0.09138999134302139,-0.004248142242431641,0.09563813358545303,0.875,0.03622830049134791,0.006204530387185514,0.030023769568651916
37,0.46322378716744916,0.6888,0.0610564686357975,0.05073969438672066,0.010316777043044567,0.5,0.038904265174642204,0.008743732352741063,0.03016053242608905
38,0.4757433489827856,0.6618,0.099602609872818,0.033051908016204834,0.06655069440603256,0.75,0.0437693587038666,0.0113354409346357,0.03243391700088978
39,0.48826291079812206,0.6847,0.03569407761096954,0.016847755759954453,0.018846318125724792,0.625,0.046609920682385564,0.012886454002000391,0.033723465725779535
40,0.5007824726134585,0.6658,0.08507174998521805,0.027970029041171074,0.057101715356111526,0.625,0.051683827815577385,0.014817444258369505,0.03686638227663934
41,0.513302034428795,0.6396,0.05482906103134155,-0.058089397847652435,0.11291846632957458,0.75,0.053650196408852935,0.01102481030393392,0.04262538505718112
42,0.5258215962441315,0.6454,0.1312246322631836,0.030587483197450638,0.10063714534044266,0.75,0.059545940812677146,0.013539215573109687,0.04600672395899892
43,0.5383411580594679,0.647,0.14805087447166443,0.0506693571805954,0.09738153219223022,0.75,0.06545238895341754,0.015725096594542264,0.04972729180008173
44,0.5508607198748043,0.6638,0.10900440812110901,0.04576153680682182,0.06324286758899689,0.75,0.07007050467655063,0.016142403054982424,0.0539281009696424
45,0.5633802816901409,0.642,0.10716161131858826,0.0001897809561342001,0.10697183758020401,0.875,0.07284362455829978,0.01634371894178912,0.05649990541860461
46,0.5758998435054773,0.654,0.09509378671646118,0.010266054421663284,0.0848277285695076,0.625,0.0764781566336751,0.015013919759076089,0.061464236583560705
47,0.5884194053208138,0.6708,0.08886006474494934,0.0415586456656456,0.04730141907930374,0.625,0.07774837110191583,0.01668082083342597,0.06106755016371608
48,0.6009389671361502,0.6426,0.18021784722805023,0.0683104544878006,0.11190738528966904,0.625,0.08468056563287973,0.018164630967658014,0.06651593442074955
49,0.6134585289514867,0.6467,0.17390689253807068,0.06372072547674179,0.11018617451190948,0.625,0.09041525702923536,0.02221245503751561,0.06820280211977661
50,0.6259780907668232,0.632,0.15140685439109802,0.01630406267940998,0.13510280847549438,0.75,0.09422573875635862,0.024402453645598142,0.06982328626327217
51,0.6384976525821596,0.6362,0.12788382172584534,0.008254718966782093,0.11962909996509552,0.875,0.09737967606633902,0.023693329968955366,0.07368634692393243
52,0.651017214397496,0.6309,0.13388311862945557,0.0014108894392848015,0.1324722319841385,0.875,0.10332162138074637,0.021840509481262416,0.08148111286573112
53,0.6635367762128326,0.6254,0.16110211610794067,0.011104309931397438,0.1499978005886078,0.75,0.1091341445222497,0.021712698589544742,0.08742144680581987
54,0.676056338028169,0.6289,0.2020002007484436,0.05283832922577858,0.14916187524795532,0.625,0.11407643351703882,0.02406292174709961,0.09001351273618638
55,0.6885758998435054,0.6619,0.12420132756233215,0.05148911103606224,0.07271222025156021,0.5,0.11808207575231791,0.02593686532927677,0.09214521157555282
56,0.701095461658842,0.6136,0.18595728278160095,0.006519126705825329,0.17943815886974335,0.875,0.12281044032424689,0.02647522877668962,0.09633521283976734
57,0.7136150234741784,0.6123,0.2404862940311432,0.05724155902862549,0.1832447350025177,0.875,0.13178193159401416,0.02680032200878486,0.104981610737741
58,0.7261345852895149,0.6109,0.21129950881004333,0.03027658350765705,0.18102292716503143,0.875,0.13736677654087542,0.026661555783357473,0.11070522237569094
59,0.7386541471048513,0.6376,0.1704833209514618,0.046947646886110306,0.12353566288948059,0.75,0.14410623870790004,0.028166550339665263,0.11593968961387872
60,0.7511737089201878,0.6568,0.21326199173927307,0.12002916634082794,0.09323282539844513,0.875,0.1505157507956028,0.03276950720464811,0.11774624511599541
61,0.7636932707355243,0.6693,0.11322589218616486,0.06101713329553604,0.05220876261591911,0.5,0.15343559235334397,0.038724833761807534,0.11471075993031263
62,0.7762128325508607,0.6651,0.11751417815685272,0.05502958595752716,0.06248460337519646,0.75,0.15275006964802743,0.03994693889981136,0.11280313283205032
63,0.7887323943661971,0.5804,0.2389228641986847,-0.013451531529426575,0.25237441062927246,0.75,0.15729366913437842,0.03674089446431026,0.12055277675390244
64,0.8012519561815337,0.6118,0.20971594750881195,0.020384788513183594,0.18933114409446716,0.75,0.1623292461037636,0.035472057049628344,0.12685719057917594
65,0.8137715179968701,0.6666,0.17281915247440338,0.11411638557910919,0.05870275944471359,0.75,0.16561212316155433,0.0411683872807771,0.12444373667240143
66,0.8262910798122066,0.5897,0.295431524515152,0.05464215576648712,0.24078938364982605,0.875,0.17562901005148887,0.043387192348018286,0.13224181942641736
67,0.838810641627543,0.5742,0.2745310068130493,-0.0004520900547504425,0.27498307824134827,0.75,0.18491255715489388,0.04128665556199849,0.14362590238451958
68,0.8513302034428795,0.5343,0.40352559089660645,0.00546921556815505,0.39805638790130615,0.75,0.19607794433832168,0.03814459361601621,0.15793335251510143
69,0.863849765258216,0.5813,0.31709402799606323,0.05548562854528427,0.26160842180252075,0.75,0.20323730111122132,0.03773283876944333,0.165504464879632
70,0.8763693270735524,0.5871,0.2473086416721344,-0.004239589907228947,0.25154823064804077,0.875,0.20803239047527314,0.036705656140111384,0.17132673598825932
71,0.8888888888888888,0.669,0.0942358523607254,0.039295196533203125,0.054940659552812576,0.75,0.20634999200701715,0.03825768001843244,0.16809231396764518
72,0.9014084507042254,0.6608,0.17718005180358887,0.10024910420179367,0.07693096250295639,0.5,0.2085148386657238,0.04319959075655788,0.16531525049358606
73,0.9139280125195618,0.6543,0.1443578451871872,0.04386406019330025,0.10049378126859665,0.5,0.20767762511968613,0.044837578269653025,0.16284004952758552
74,0.9264475743348983,0.6876,0.22266525030136108,0.18220964074134827,0.04045560956001282,0.75,0.208710877597332,0.05130614384543151,0.15740473624318838
75,0.9389671361502347,0.6127,0.26942378282546997,0.0900978296995163,0.17932593822479248,0.625,0.21597200036048889,0.05323657977860421,0.16273542214185
76,0.9514866979655712,0.6667,0.2237524688243866,0.16892176866531372,0.05483067408204079,0.625,0.21786175966262816,0.06135671187657863,0.15650504790246486
77,0.9640062597809077,0.6468,0.19193512201309204,0.0718037560582161,0.12013134360313416,0.5,0.21543420106172562,0.06208482172805816,0.15334937833249568
78,0.9765258215962441,0.6341,0.28487148880958557,0.1356685608625412,0.14920292794704437,0.625,0.21911280006170272,0.06735442059580236,0.15175837837159634
79,0.9890453834115805,0.6331,0.17927466332912445,0.03223896026611328,0.14703568816184998,0.5,0.21955236718058585,0.06661898626480252,0.1529333796352148
80,1.0,0.5114,0.3622632920742035,0.07925830036401749,0.2830049991607666,0.5714285969734192,0.22700243219733238,0.06458044296596199,0.16242198832333088
81,1.0125195618153364,0.485,0.5673558712005615,0.04757127910852432,0.5197846293449402,1.0,0.2497089311480522,0.06390815025661141,0.18580078165978192
82,1.0250391236306728,0.5587,0.35800331830978394,0.058661650866270065,0.29934167861938477,0.875,0.2617333881556988,0.06408975350204855,0.19764363542199134
83,1.0375586854460095,0.5805,0.24671432375907898,-0.002821781672537327,0.24953609704971313,1.0,0.26212296113371847,0.06462124099489301,0.1975017197430134
84,1.050078247261346,0.5043,0.4725675582885742,0.012340258806943893,0.4602273106575012,1.0,0.2752655416727066,0.06421901450958103,0.21104652807116508
85,1.0625978090766823,0.5324,0.4738129675388336,0.08048858493566513,0.3933243751525879,0.875,0.2903152324259281,0.06253762447740882,0.2277776088565588
86,1.0751173708920188,0.6052,0.1779189109802246,-0.014982468448579311,0.1929013878107071,1.0,0.28443960174918176,0.0590563932666555,0.22538320906460285
87,1.0876369327073552,0.5134,0.4681057035923004,0.03561434894800186,0.43249136209487915,1.0,0.2941183365881443,0.06085971521679312,0.2332586232572794
88,1.1001564945226918,0.6158,0.16963016986846924,-0.003494756296277046,0.17312493920326233,1.0,0.2824235655367374,0.06041151662357151,0.2220120508223772
89,1.1126760563380282,0.5395,0.3608047664165497,0.014120196923613548,0.3466845750808716,1.0,0.2846091024577618,0.05834324504248798,0.22626585848629474
90,1.1251956181533647,0.5664,0.24057289958000183,-0.03798055648803711,0.27855342626571655,1.0,0.2842723153531551,0.05665619671344757,0.22761611826717854
91,1.137715179968701,0.562,0.43768197298049927,0.12618863582611084,0.3114933371543884,0.75,0.30144462138414385,0.06100086867809296,0.24044375214725733
92,1.1502347417840375,0.5457,0.3663409948348999,0.029273746535182,0.33706727623939514,1.0,0.31090266853570936,0.05745210079476237,0.25345056783407927
93,1.162754303599374,0.6075,0.4208524823188782,0.20447102189064026,0.21638144552707672,0.75,0.3247274003922939,0.06548244887962937,0.2592449510470033
94,1.1752738654147106,0.5425,0.4131317138671875,0.0711747258901596,0.3419569730758667,1.0,0.3342507235705853,0.05993070313706994,0.274320019222796
95,1.187793427230047,0.5325,0.41999563574790955,0.018289517611265182,0.40170609951019287,0.75,0.3417793162167072,0.056340287532657386,0.285439027287066
96,1.2003129890453834,0.4507,0.4502761960029602,-0.141001895070076,0.591278076171875,1.0,0.3531055025756359,0.0408441043458879,0.31226139739155767
97,1.2128325508607198,0.5152,0.5078288316726685,0.05632514879107475,0.4515037536621094,0.875,0.36890018805861474,0.040070173982530835,0.32883001789450644
98,1.2253521126760563,0.497,0.5595190525054932,0.06104624643921852,0.49847283959388733,0.875,0.38263256624341013,0.0363390582613647,0.3462935134768486
99,1.2378716744913927,0.5195,0.5010818243026733,0.03624384105205536,0.4648379683494568,1.0,0.39872292429208755,0.036539302300661804,0.36218362748622895
100,1.2503912363067293,0.5217,0.3921932578086853,-0.06361255794763565,0.45580583810806274,0.875,0.40021942257881166,0.029395759385079146,0.37082366943359374
101,1.2629107981220657,0.5165,0.5114250183105469,0.07229872047901154,0.43912625312805176,0.875,0.3974228799343109,0.030632131453603505,0.36679075062274935
102,1.2754303599374022,0.4874,0.5612519979476929,0.061692383140325546,0.49955958127975464,1.0,0.40758531391620634,0.03078366806730628,0.3768016457557678
103,1.2879499217527386,0.4434,0.7058572769165039,-0.017474934458732605,0.7233322262763977,0.875,0.4305424615740776,0.030051010427996516,0.40049145221710203
104,1.300469483568075,0.4777,0.5491602420806885,-0.013207247480750084,0.5623674392700195,0.875,0.4343720957636833,0.028773635113611817,0.405598458647728
105,1.3129890453834117,0.4327,0.531331479549408,-0.1766556352376938,0.7079870700836182,1.0,0.43724802136421204,0.01591642410494387,0.4213315933942795
106,1.325508607198748,0.4297,0.7350468635559082,0.011665835045278072,0.7233810424804688,1.0,0.4651044189929962,0.01724883927963674,0.44785557612776755
107,1.3380281690140845,0.5356,0.5041173100471497,0.07892584800720215,0.4251914620399475,0.875,0.4669049993157387,0.019414414232596756,0.447490581125021
108,1.350547730829421,0.6379,0.3350982367992401,0.19549104571342468,0.13960719108581543,0.75,0.47517840266227723,0.02936370433308184,0.4458146937191486
109,1.3630672926447573,0.5523,0.47074347734451294,0.08502607047557831,0.38571739196777344,0.75,0.48067533820867536,0.03290899801068008,0.44776633456349374
110,1.375586854460094,0.405,0.7551006078720093,-0.03443995118141174,0.7895405292510986,0.875,0.5064017236232757,0.03308602827601135,0.47331568971276283
111,1.3881064162754304,0.4664,0.5473374128341675,-0.030688805505633354,0.5780261754989624,0.875,0.5118844956159592,0.02524215620942414,0.48664233162999154
112,1.4006259780907668,0.4962,0.46824589371681213,-0.051932431757450104,0.5201783180236816,0.75,0.5169797405600548,0.021181847294792534,0.49579788371920586
113,1.4131455399061033,0.5395,0.44548219442367554,0.09252514690160751,0.35295701026916504,0.875,0.5182112261652947,0.015584553545340895,0.5026266619563102
114,1.4256651017214397,0.4727,0.6785598993301392,0.1482020914554596,0.5303577780723572,0.875,0.5314826354384422,0.019435921823605894,0.5120467022061348
115,1.4381846635367763,0.4079,0.676567792892456,-0.055568404495716095,0.7321361303329468,1.0,0.5443112432956696,0.01574302571825683,0.5285682037472725
116,1.4507042253521127,0.4624,0.5797637701034546,-0.002340886741876602,0.5821046829223633,1.0,0.5507856220006943,0.022676076134666802,0.5281095340847969
117,1.4632237871674492,0.4533,0.5721677541732788,-0.031110504642128944,0.6032782793045044,1.0,0.5540025681257248,0.018304293463006615,0.5356982603669167
118,1.4757433489827856,0.5171,0.4335331618785858,-0.010386728681623936,0.4439198970794678,0.75,0.5477032735943794,0.014732644706964493,0.5329706132411957
119,1.488262910798122,0.4155,0.782757580280304,-0.014778997749090195,0.7975366115570068,0.875,0.561787061393261,0.012181502766907215,0.5496055454015731
120,1.5007824726134587,0.496,0.5174635648727417,0.023545075207948685,0.4939185380935669,1.0,0.5680505767464638,0.016539384424686433,0.5515111804008483
121,1.5133020344287949,0.4689,0.704537570476532,0.10572828352451324,0.5988093018531799,1.0,0.577706204354763,0.018210862576961518,0.5594953328371048
122,1.5258215962441315,0.4726,0.7521675229072571,0.12329716235399246,0.6288703680038452,0.875,0.5872519806027412,0.021291101537644862,0.5659608721733094
123,1.538341158059468,0.5566,0.46671462059020996,0.13233940303325653,0.334375262260437,0.75,0.5752948477864266,0.02878181841224432,0.5465130239725113
124,1.5508607198748043,0.4031,0.9351726770401001,0.09633274376392365,0.8388400077819824,1.0,0.5945954695343971,0.03425881797447801,0.5603366523981095
125,1.563380281690141,0.4907,0.5039068460464478,-0.012013864703476429,0.5159206986427307,0.875,0.5932242378592492,0.04249090650118888,0.550733333826065
126,1.5758998435054772,0.4981,0.6249883770942688,0.06507420539855957,0.5599141120910645,0.875,0.5877213135361672,0.04516132501885295,0.5425599873065948
127,1.5884194053208138,0.5526,0.5770903825759888,0.15377575159072876,0.4233146607875824,0.625,0.5913699671626091,0.04890382019802928,0.5424661472439766
128,1.6009389671361502,0.5151,0.421771377325058,-0.015138434246182442,0.43690982460975647,0.875,0.5957036241889,0.038372346200048923,0.5573312789201736
129,1.6134585289514867,0.4992,0.49505069851875305,0.024700578302145004,0.47035014629364014,1.0,0.596918985247612,0.035356071591377256,0.561562916636467
130,1.6259780907668233,0.5677,0.3877941370010376,0.10286416858434677,0.28492993116378784,0.875,0.5785536617040634,0.042221277579665185,0.5363323867321015
131,1.6384976525821595,0.3456,1.0041348934173584,0.017546609044075012,0.9865882992744446,1.0,0.601393535733223,0.044633048307150605,0.5567604929208756
132,1.6510172143974962,0.5106,0.5589199066162109,0.08220110833644867,0.4767187833786011,0.875,0.6059272363781929,0.05133972531184554,0.5545875161886216
133,1.6635367762128326,0.61,0.5222668647766113,0.31827279925346375,0.20399408042430878,0.875,0.6097664698958397,0.06262710792943835,0.5471393696963787
134,1.676056338028169,0.4978,0.5712149739265442,0.01702175661921501,0.5541931390762329,1.0,0.6043992236256599,0.05606809118762612,0.5483311377465725
135,1.6885758998435054,0.4619,0.7562421560287476,0.1959763467311859,0.560265839099884,1.0,0.6083829417824745,0.06864532874897122,0.5397376231849194
136,1.7010954616588418,0.4203,1.2543511390686035,0.3703833818435669,0.8839676380157471,0.875,0.642112310230732,0.0872815421782434,0.5548307709395885
137,1.7136150234741785,0.4439,0.8339783549308777,0.1582132875919342,0.6757650971412659,1.0,0.6552028402686119,0.09674773178994656,0.5584551118314266
138,1.726134585289515,0.494,0.5005571842193604,0.022207211703062057,0.4783499836921692,0.875,0.6585540413856507,0.09837742880918085,0.5601766161620617
139,1.7386541471048513,0.5924,0.5447783470153809,0.2280627191066742,0.31671565771102905,0.75,0.6466550797224044,0.11051951465196908,0.5361355684697628
140,1.7511737089201878,0.5578,0.5546436905860901,0.25485795736312866,0.29978570342063904,1.0,0.6485140860080719,0.12208515875972807,0.5264289267361164
141,1.7636932707355242,0.5481,0.39757323265075684,0.022571224719285965,0.3750019669532776,0.75,0.6331658691167832,0.11792730581946671,0.5152385599911213
142,1.7762128325508608,0.5094,0.4899477958679199,0.027257539331912994,0.46269023418426514,0.875,0.6200548827648162,0.11312532466836274,0.5069295533001423
143,1.788732394366197,0.4694,0.7112937569618225,0.09539470076560974,0.6158990263938904,1.0,0.632283839583397,0.11127808955498039,0.521005741506815
144,1.8012519561815337,0.6715,0.3856406807899475,0.33323758840560913,0.052403099834918976,0.5,0.6048072397708892,0.12312333178706467,0.4816838961094618
145,1.81377151799687,0.485,0.6473506689071655,0.1393810510635376,0.5079696178436279,1.0,0.6119794309139251,0.13069307757541537,0.48128634206950666
146,1.8262910798122065,0.4407,0.9367783069610596,0.24562372267246246,0.6911545991897583,1.0,0.6275689274072647,0.13972055343911052,0.48784836642444135
147,1.8388106416275432,0.3825,0.9115249514579773,0.029962752014398575,0.8815621733665466,1.0,0.6442906558513641,0.133529903460294,0.5107607420533895
148,1.8513302034428794,0.4699,0.6141810417175293,0.05877947434782982,0.5554015636444092,0.875,0.6539111390709877,0.13722579888999462,0.5166853290051222
149,1.863849765258216,0.4793,0.6841309666633606,0.16786938905715942,0.5162615776062012,0.875,0.663365152478218,0.14438423942774534,0.5189809005707502
150,1.8763693270735524,0.561,0.639716386795044,0.2534571588039398,0.3862592577934265,0.75,0.6759612649679184,0.15191388893872498,0.5240473669022322
151,1.8888888888888888,0.5017,0.663551926612854,0.1436377316713333,0.5199142098426819,0.75,0.6589321166276931,0.15821844507008792,0.5007136624306441
152,1.9014084507042255,0.4589,0.7371395230293274,0.11415386199951172,0.6229856610298157,0.875,0.667843097448349,0.15981608275324105,0.5080270063132047
153,1.9139280125195617,0.6092,0.49473726749420166,0.21612615883350372,0.27861112356185913,0.75,0.6664666175842285,0.15470875073224305,0.5117578584700823
154,1.9264475743348983,0.6867,0.4002428650856018,0.27963441610336304,0.12060846388339996,0.625,0.6579180121421814,0.16783938370645046,0.4900786247104406
155,1.9389671361502347,0.5083,0.4258621037006378,-0.021341178566217422,0.44720327854156494,0.875,0.6413990095257759,0.15697350744158028,0.48442549668252466
156,1.9514866979655712,0.4927,0.7573891878128052,0.13516291975975037,0.6222262978553772,0.75,0.616550911962986,0.14521248433738948,0.4713384296745062
157,1.9640062597809078,0.3983,1.0554271936416626,0.24118724465370178,0.8142399787902832,1.0,0.6276233538985252,0.14936118219047784,0.47826217375695707
158,1.976525821596244,0.4345,0.6178330779075623,-0.10612297058105469,0.7239560484886169,1.0,0.6334871485829353,0.142944673076272,0.49054247699677944
159,1.9890453834115807,0.3648,0.8851760625839233,-0.0004662536084651947,0.8856423497200012,1.0,0.6505070343613625,0.13151822444051503,0.5189888115972281
160,2.0,0.4872,0.455621600151062,0.08662403374910355,0.3689975142478943,0.8571429252624512,0.6455559298396111,0.12310652825981379,0.5224494021385908
161,2.0125195618153366,0.5159,0.4803885817527771,-0.04587308317422867,0.5262616872787476,0.875,0.649696697294712,0.11968431286513806,0.5300123881548643
162,2.025039123630673,0.4381,0.7328814268112183,0.06908769905567169,0.6637938022613525,0.875,0.6618433788418769,0.12177582085132599,0.5400675665587187
163,2.0375586854460095,0.4773,0.42281320691108704,-0.13508206605911255,0.5578952431678772,1.0,0.6474193513393403,0.11025198251008987,0.537167377397418
164,2.0500782472613457,0.4868,0.5442588329315186,-0.006461592391133308,0.5507203936576843,0.875,0.6553502589464187,0.09326702347025276,0.5620832420885563
165,2.0625978090766823,0.4264,0.6266142129898071,-0.06718704104423523,0.69380122423172,1.0,0.6543134361505508,0.08293861886486412,0.5713748224079609
166,2.075117370892019,0.5336,0.5655632019042969,0.20416712760925293,0.36139610409736633,1.0,0.6357526808977128,0.08086578911170364,0.5548868976533413
167,2.087636932707355,0.488,0.6251345872879028,0.10537515580654144,0.5197594165802002,0.875,0.621433162689209,0.08463640930131078,0.536796759814024
168,2.100156494522692,0.448,0.8459951877593994,0.10762996971607208,0.7383651733398438,0.875,0.6330238699913024,0.08707893406972289,0.5459449402987957
169,2.112676056338028,0.4781,0.8498944044113159,0.24896499514579773,0.6009293794631958,0.75,0.6413120418787003,0.09113371437415481,0.5501783303916454
170,2.1251956181533647,0.4821,0.8066940307617188,0.30973440408706665,0.4969596266746521,1.0,0.649660924077034,0.09394757663831114,0.5557133488357067
171,2.1377151799687013,0.5013,0.39359086751937866,-0.07862783223390579,0.47221869230270386,1.0,0.6361628711223603,0.0828342984430492,0.5533285729587079
172,2.1502347417840375,0.3747,0.823604166507721,-0.14165596663951874,0.9652601480484009,1.0,0.6404861032962799,0.07004380701109766,0.570442297309637
173,2.162754303599374,0.4672,1.034635305404663,0.31296178698539734,0.7216734886169434,0.75,0.667481005191803,0.07488558841869235,0.5925954155623913
174,2.1752738654147104,0.3564,1.0122705698013306,0.14043360948562622,0.8718370199203491,1.0,0.6980823904275895,0.06792554808780552,0.6301568433642387
175,2.187793427230047,0.4344,0.6472101211547852,-0.03628487139940262,0.683495044708252,1.0,0.7091497913002968,0.06717836344614625,0.6419714316725731
176,2.2003129890453836,0.4052,0.884629487991333,0.05159120634198189,0.8330382108688354,1.0,0.7155118063092232,0.06299977777525782,0.652512027323246
177,2.21283255086072,0.5314,0.5074272155761719,0.09628094732761383,0.41114628314971924,0.875,0.6881118074059487,0.05575446290895343,0.6323573425412178
178,2.2253521126760565,0.4247,0.8476938009262085,0.1207328587770462,0.7269610166549683,1.0,0.6996048435568809,0.06709725437685847,0.6325075909495353
179,2.2378716744913927,0.4451,0.7781672477722168,0.17651014029979706,0.6016571521759033,1.0,0.6942544028162956,0.07594607407227158,0.6183083310723305
180,2.2503912363067293,0.4392,0.7763680219650269,0.022462891414761543,0.753905177116394,0.875,0.7102917239069939,0.07273801695555449,0.6375537142157555
181,2.262910798122066,0.4071,0.6808893084526062,-0.05267506092786789,0.7335643768310547,1.0,0.7203167602419853,0.07239791806787252,0.6479188486933708
182,2.275430359937402,0.3898,0.7548631429672241,-0.1336466670036316,0.8885097503662109,1.0,0.7214158460497856,0.06226119976490736,0.6591546460986137
183,2.287949921752739,0.5778,0.6031016111373901,0.23311802744865417,0.36998364329338074,0.875,0.7304302662611007,0.0806712044402957,0.6497590661048889
184,2.300469483568075,0.4735,0.7196032404899597,0.02399878203868866,0.6956044435501099,0.75,0.7391974866390228,0.08219422316178679,0.6570032685995102
185,2.3129890453834117,0.5065,0.6573908925056458,0.17061105370521545,0.4867798388004303,0.875,0.7407363206148148,0.09408412789925932,0.6466521993279457
186,2.325508607198748,0.4341,0.8022829294204712,0.017472505569458008,0.7848104238510132,0.875,0.7525723069906235,0.08474939679726959,0.6678229153156281
187,2.3380281690140845,0.4305,0.72118079662323,0.05461525917053223,0.6665655374526978,0.875,0.7573746174573899,0.08221140196546912,0.6751632213592529
