path,bytes,sha256
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/Final_Model_Selection.json",2105,8491545cd37d0a17ade817a04d0a0bfceb49fad8f4bcc643e8219f92c436465a
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/Merged_Model_Manifest.json",2603,39d6abfaa8d260be36524c10def770fd1381a6ad12d14f1cd145f220b39964a7
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/Merged_Model_Smoke.json",884,1324903b1977fec4ee017fcb8f5ca030459671cea644255835b335e72ee08962
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/README.md",3695,9e688cd930ebe57ce80117cacf131b1cf4811709da208aed3e22acf679304f6e
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/Safety_Test_Records.csv",10189,8ab7b6750c9c54057a506908bb03959bef3a12962055e47fddb31d15093e2a1e
"Submission/Week4/Day20_DPO_Merge_and_Evaluation/Safety_Test_Summary.json",1156,47eb4bf41f522671694ec09c2d2259e43525e58784d8e2cc28bf720f2436fef9
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/DPO_Rewards_Curves.png",463138,1ee19599b8903a7e04970d9a8bade2e47ca0ba79c050821f2758be31f96e6b89
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/DPO_Training_Metrics.csv",6341,c8a34b2fa789ede1a718457385520cadb02aa03063cc95733d9f53bef25beb12
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/Final_DPO_Model_Archive.json",4646,422ea0f13562c1dd3afd6f09d8d7b08580d4c0d44f18c8cb6e69c60fefd1638c
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/README.md",1282,0970b5ed28b68ead053a164b9099b25772800c489197c2330f16533cdf1a939f
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/Week4_Acceptance_Matrix.md",1150,317eda469d4b26f645c522e15dede699aabf1d2c6eb0fffb5bfbba01bce6e81c
"Submission/Week4/Day21_Weekly_Report_and_Final_Model_Archive/Week4_DPO_Preference_Alignment_Report.md",9299,260a05a0f4c48460200b3057e505714a684626db398ba39dfe8e72ee27ba7d7a
"Submission/Week4/README.md",6391,b921e500db7c90a8df24f5fbf4cfdec8cba1428c806cc57b3d7c0b62e9342860
"Submission/Week4/SHA256SUMS.txt",5550,15b430ce72e883059527518041954cbe4734c7386cc5ef61f9e3ee2477c7cd2f
"deliverables/week4/day21/source/results/dpo_plot_manifest.json",984,bdade1644596f8e9cb23f1a3aa993391d75d4036e9190bccdc16a2d7468be049
"deliverables/week4/day21/source/results/dpo_rewards_curves.png",619698,3905a990d62f2739af9e648213bfab465bf7e2158116573c22267b4708b3db11
"deliverables/week4/day21/source/results/dpo_training_metrics.csv",36660,e9978a2b3a44f4d98efcfa7803f0064ee1e07b5ce9f3a9c81b879c8d750432e4
"deliverables/week4/day21/source/results/final_dpo_model_path.json",4646,422ea0f13562c1dd3afd6f09d8d7b08580d4c0d44f18c8cb6e69c60fefd1638c
"deliverables/week4/day21/source/results/rewards_plot_manifest.json",953,5583f2566453282e0728e97b81a74b53f36d6286fc68e40ff8ba8c5d85c6247f
"deliverables/week4/day21/source/results/week4_acceptance_matrix.md",1150,317eda469d4b26f645c522e15dede699aabf1d2c6eb0fffb5bfbba01bce6e81c
"deliverables/week4/day21/source/results/week4_validation.json",6036,217b4df09a4ab8d59354aa446063b75f9cde1ab46f12acdf018236a9910fa89f
"deliverables/week4/day21/source/scripts/package_week4_submission.py",3940,599020be82c7ad4f96c962841f34fdfb22810f441f082f644248d84eab473d22
"deliverables/week4/day21/source/scripts/plot_dpo_metrics.py",8879,c9474bec26c12084eafa73aa3fdbe1bf3c3ca6f287a0156669139118f5dd9cbc
"deliverables/week4/day21/source/scripts/validate_week4.py",26741,247498b6a645dde9acdbea1e68d63a2762a6e5d2cc798ccc1dbc63f52a4adb76
"deliverables/week4/day21/source/tests/test_day21_submission_contract.py",4139,79d886b1078104aca5ad11bbc720994b1bdb066283596348bd6f358e35415e4f
"deliverables/week4/day21/source/tests/test_package_week4_submission.py",2578,e095aafe624ecf9dacae8865355c109394d5b044d6ceb9afaf7fe391fba42655
"deliverables/week4/day21/source/tests/test_plot_dpo_metrics.py",3993,5b7ab27c417e6886b10542e6a0c4aebbd397c919408639a11456004a1c0622ad
"deliverables/week4/day21/source/tests/test_validate_week4.py",9858,1f122fb0b7d1f1a0b82f5712d57d6fc2f51c2b655f518038a02c0446d3af461c
