step,epoch,loss,rewards/chosen,rewards/rejected,rewards/margins,rewards/accuracies,logps/chosen,logps/rejected,learning_rate,grad_norm,rewards/chosen_ma,rewards/rejected_ma,rewards/margins_ma
16,0.16347381864623245,0.7053,-0.017683077603578568,0.005710840690881014,-0.023393917828798294,0.25,-332.10650634765625,-302.5307312011719,1.1034482758620688e-06,7.283636569976807,0.0008174258327926509,0.00913812089129351,-0.008320695298607461
17,0.17369093231162197,0.7065,-0.021834660321474075,0.0033892150968313217,-0.025223877280950546,0.375,-410.78155517578125,-168.24966430664062,1.172413793103448e-06,6.961119651794434,-0.000515049823340686,0.008799949962207499,-0.00931500012109823
18,0.1839080459770115,0.6924,0.00971180573105812,0.008011102676391602,0.0017007025890052319,0.625,-112.28688049316406,-90.68035125732422,1.2413793103448275e-06,4.607003688812256,5.310881857035888e-05,0.008756125112995505,-0.008703016637203595
19,0.194125159642401,0.6748,0.041667841374874115,0.002704429905861616,0.03896341472864151,0.75,-226.95703125,-149.84326171875,1.3103448275862068e-06,5.6220197677612305,0.002243357900481083,0.008437614838935827,-0.006194257091632799
20,0.20434227330779056,0.6992,0.00032286718487739563,0.010739755816757679,-0.010416886769235134,0.5,-264.1214599609375,-84.16310119628906,1.3793103448275862e-06,5.420444011688232,0.0021473333647008984,0.008552721887826919,-0.006405388575512916
21,0.21455938697318008,0.6864,0.04702654108405113,0.03185019642114639,0.01517634280025959,0.625,-339.0358581542969,-114.81948852539062,1.4482758620689655e-06,7.136401176452637,0.004498660418903455,0.010145231708884239,-0.005646571435499936
22,0.2247765006385696,0.6901,-0.019544031471014023,-0.02610640600323677,0.006562376394867897,0.5,-283.424072265625,-118.54039001464844,1.5172413793103447e-06,6.517086982727051,0.003521458845352754,0.0088399114087224,-0.005318452615756542
23,0.23499361430395913,0.7008,0.018852997571229935,0.033321939408779144,-0.014468942768871784,0.5,-424.7281494140625,-244.83572387695312,1.5862068965517242e-06,8.286558151245117,0.00474336365587078,0.01039119316264987,-0.005647829559165984
24,0.24521072796934865,0.6634,0.020513437688350677,-0.041248515248298645,0.06176195293664932,0.75,-388.23272705078125,-259.23187255859375,1.6551724137931035e-06,6.898522853851318,0.0041402169910725204,0.007820830913260579,-0.0036806139280088244
25,0.2554278416347382,0.6875,0.027591515332460403,0.01353473775088787,0.014056779444217682,0.625,-331.0373229980469,-284.27703857421875,1.7241379310344825e-06,6.674953937530518,0.006545869953697547,0.006406105263158679,0.00013976515037938952
26,0.2656449553001277,0.7016,0.0026607532054185867,0.018700743094086647,-0.01603998988866806,0.375,-95.79078674316406,-133.62548828125,1.793103448275862e-06,6.509829044342041,0.0074596045014914125,0.006282797595486045,0.001176807365845889
27,0.27586206896551724,0.6972,0.007606889121234417,0.013128233142197132,-0.005521349608898163,0.5,-481.39495849609375,-316.04736328125,1.8620689655172412e-06,9.379752159118652,0.007583042181795463,0.0071932109072804454,0.00038983150152489544
28,0.28607918263090676,0.6784,0.032296083867549896,0.0021390914916992188,0.030156994238495827,0.625,-187.8197479248047,-141.05738830566406,1.9310344827586207e-06,5.799335479736328,0.009497748356079683,0.007523827161639929,0.001973921502940357
29,0.2962962962962963,0.6656,0.029291532933712006,-0.02801971510052681,0.057311251759529114,0.875,-302.832275390625,-292.4902038574219,2e-06,6.803658485412598,0.010770541004603729,0.0058240463025867936,0.004946495196782053
30,0.3065134099616858,0.6773,0.031530190259218216,-0.0012372005730867386,0.032767392694950104,0.5,-270.55450439453125,-226.77301025390625,2e-06,5.404820442199707,0.014173861354356632,0.005317211430519819,0.00885665041860193
31,0.3167305236270754,0.6825,0.046303749084472656,0.022194480523467064,0.024109266698360443,0.75,-263.28277587890625,-221.0109405517578,2e-06,6.191116809844971,0.015304175153141841,0.007220618985593319,0.008083556569181383
32,0.3269476372924649,0.6422,0.12268257141113281,0.01674508862197399,0.10593748092651367,1.0,-313.845947265625,-164.51345825195312,2e-06,6.75496768951416,0.021384525991743432,0.006431410554796457,0.014953115745447576
33,0.3371647509578544,0.6972,-0.01804490014910698,-0.010416030883789062,-0.007628869265317917,0.25,-198.676025390625,-137.4428253173828,2e-06,5.990468978881836,0.02048693490214646,0.006622821372002363,0.013864113832823932
34,0.34738186462324394,0.7262,-0.02307281643152237,0.03834838420152664,-0.06142120063304901,0.375,-297.0338134765625,-193.865966796875,2e-06,6.20060396194458,0.018756505893543364,0.006238664593547582,0.012517841602675616
35,0.35759897828863346,0.6996,-0.027208520099520683,-0.01563558727502823,-0.011572932824492455,0.5,-328.506591796875,-197.38104248046875,2e-06,6.633520603179932,0.015533538488671183,0.004892739187926054,0.010640799417160451
36,0.367816091954023,0.6772,0.021957779303193092,-0.011251329444348812,0.03320910781621933,0.625,-479.6127624511719,-214.15261840820312,2e-06,7.208662509918213,0.017515581334009767,0.004044630681164563,0.013470950699411333
37,0.3780332056194125,0.6598,0.10605983436107635,0.03624582290649414,0.06981401890516281,0.75,-352.99530029296875,-285.11981201171875,2e-06,6.382209300994873,0.023910306068137287,0.005687461071647704,0.018222845508717
38,0.388250319284802,0.6598,0.06268391758203506,-0.006867075338959694,0.0695509985089302,0.625,-301.2853698730469,-203.47640991210938,2e-06,6.073537826538086,0.026558911660686135,0.0049435521708801385,0.021615360304713248
39,0.39846743295019155,0.6492,0.07315655052661896,-0.01933305338025093,0.09248960018157959,0.75,-282.5883483886719,-134.23606872558594,2e-06,6.826165676116943,0.028133347118273377,0.0038416780065745116,0.024291669577360155
40,0.4086845466155811,0.6474,0.11778431385755539,0.02223672904074192,0.09554757922887802,0.75,-282.653076171875,-276.5338439941406,2e-06,6.629616737365723,0.03400641945190728,0.004416526667773724,0.02958989287726581
