image_id,split,category,repository,revision,source_path,image_relative_path,source_page_url,download_url,api_url,author,license,license_url,sha256,file_bytes,width,height,image_format,mime_type
natural_scene-11,dev,natural_scene,scikit-image,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,skimage/data/moon.png,images/dev/natural_scene-11.png,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/moon.png,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/moon.png,https://api.github.com/repos/scikit-image/scikit-image/contents/skimage/data/moon.png?ref=e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,scikit-image team and credited sample-data contributors,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,78739619d11f7eb9c165bb5d2efd4772cee557812ec847532dbb1d92ef71f577,50177,512,512,PNG,image/png
natural_scene-12,dev,natural_scene,scikit-image,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,skimage/data/motorcycle_left.png,images/dev/natural_scene-12.png,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/motorcycle_left.png,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/motorcycle_left.png,https://api.github.com/repos/scikit-image/scikit-image/contents/skimage/data/motorcycle_left.png?ref=e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,scikit-image team and credited sample-data contributors,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,db18e9c4157617403c3537a6ba355dfeafe9a7eabb6b9b94cb33f6525dd49179,644701,741,500,PNG,image/png
natural_scene-13,final,natural_scene,scikit-image,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,skimage/data/retina.jpg,images/final/natural_scene-13.jpg,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/retina.jpg,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/retina.jpg,https://api.github.com/repos/scikit-image/scikit-image/contents/skimage/data/retina.jpg?ref=e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,scikit-image team and credited sample-data contributors,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,38a07f36f27f095e818aea7b96d34202c05176d30253c66733f2e00379e9e0e6,269564,1411,1411,JPEG,image/jpeg
natural_scene-14,final,natural_scene,scikit-image,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,skimage/data/rocket.jpg,images/final/natural_scene-14.jpg,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/rocket.jpg,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/rocket.jpg,https://api.github.com/repos/scikit-image/scikit-image/contents/skimage/data/rocket.jpg?ref=e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,scikit-image team and credited sample-data contributors,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,c2dd0de7c538df8d111e479619b129464d0269d0ae5fd18ca91d33a7fdfea95c,112525,640,427,JPEG,image/jpeg
ocr-01,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,images/train/ocr-01.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,4425af33dd163cf73bdff502bd35ee527e9bdd5725501db1da78bfdae9f538f4,128713,896,528,JPEG,image/jpeg
ocr-02,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ArT.jpg,images/train/ocr-02.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ArT.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ArT.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ArT.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,bf837b7ff1818dfc996e95ffb5905eee36daed38dbbcc7f4b6de767820016ee9,3268318,1572,1002,PNG,image/jpeg
ocr-03,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/CASIA_0.jpg,images/train/ocr-03.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/CASIA_0.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/CASIA_0.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/CASIA_0.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,0adafdf95d27c32a9c8e7ae9dc2f83ad01cd65f26ff67e853729a7c02198388a,14296,553,98,JPEG,image/jpeg
ocr-04,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/LSVT_1.jpg,images/train/ocr-04.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_1.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_1.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/LSVT_1.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,abbc66e4272e33c533ddc8155ab519550940dc0c2f2b2ef2cd2278881a08a3b2,125625,878,408,JPEG,image/jpeg
ocr-05,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/LSVT_2.jpg,images/train/ocr-05.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_2.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_2.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/LSVT_2.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,aa551928c5a9cd1bc3c6f1be0bb90f9b0463691119ff70137bd8189ffc245747,96370,878,310,JPEG,image/jpeg
ocr-06,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/captcha_demo.png,images/train/ocr-06.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/captcha_demo.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/captcha_demo.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/captcha_demo.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,7bb6e4fdd46ce708c70d9b514dcc62bac0c738246be6a766eab65c2f71bdf7d6,170046,400,400,PNG,image/png
ocr-07,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ccpd_demo.png,images/train/ocr-07.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ccpd_demo.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ccpd_demo.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ccpd_demo.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,9e23fb97363f5aed5a85488ebff223cf25eebda4e42a2c7b6194b75ac4a4a0f8,312361,435,694,PNG,image/png
ocr-08,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ch_doc1.jpg,images/train/ocr-08.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc1.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc1.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ch_doc1.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,19588f23a55ded05245de1fcfdfe2425b1ee913522d16d743d4f04306b878dee,2226,280,32,JPEG,image/jpeg
ocr-09,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ch_doc3.jpg,images/train/ocr-09.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc3.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc3.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ch_doc3.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,e6ec7927162c3f138f43f5fd4ccf4fdaad6899a257098361e72356f76d062675,2117,280,32,JPEG,image/jpeg
ocr-10,train,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ch_street_rec_1.png,images/train/ocr-10.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_1.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_1.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ch_street_rec_1.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,561a08f36ab0685d95d560217835f4106261c6d1edc6a8e720c1346ed00812b4,102648,495,104,PNG,image/png
ocr-11,dev,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/ch_street_rec_2.png,images/dev/ocr-11.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_2.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_2.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/ch_street_rec_2.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,0506a717662d4ddd1b8260c37a6cf70831984979936b569366cef645567a8e5a,116907,722,95,PNG,image/png
ocr-12,dev,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/cmb_demo.jpg,images/dev/ocr-12.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/cmb_demo.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/cmb_demo.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/cmb_demo.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,7d444c81f4ee3d33270abc669502f1117c44a24de4b856e0b75f491c1d50bb3a,92190,800,600,JPEG,image/jpeg
ocr-13,final,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/rctw.jpg,images/final/ocr-13.jpg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/rctw.jpg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/rctw.jpg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/rctw.jpg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,045182aa11187d0cce7576318231b93a07466fdcc784e080f486ca1d5042029c,95307,889,323,JPEG,image/jpeg
ocr-14,final,ocr,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/wildreceipt_demo/1bbe854b8817dedb8585e0732089fd1f752d2cec.jpeg,images/final/ocr-14.jpeg,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/wildreceipt_demo/1bbe854b8817dedb8585e0732089fd1f752d2cec.jpeg,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/wildreceipt_demo/1bbe854b8817dedb8585e0732089fd1f752d2cec.jpeg,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/wildreceipt_demo/1bbe854b8817dedb8585e0732089fd1f752d2cec.jpeg?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,3b25aa0499033bc3fe24b353a283069fd1e270f8b65e1f440d3591cc7759ad8e,185497,750,1000,JPEG,image/jpeg
chart_table-01,train,chart_table,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/table_PubTabNet_demo/PMC524509_007_00.png,images/train/chart_table-01.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/table_PubTabNet_demo/PMC524509_007_00.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/table_PubTabNet_demo/PMC524509_007_00.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/table_PubTabNet_demo/PMC524509_007_00.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,8ac6eb772c45be3f17f28ce565489b5895ab47002fdf5b34590d57f047041130,9357,503,98,PNG,image/png
chart_table-02,train,chart_table,paddleocr,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,docs/datasets/images/table_PubTabNet_demo/PMC535543_007_01.png,images/train/chart_table-02.png,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/table_PubTabNet_demo/PMC535543_007_01.png,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/table_PubTabNet_demo/PMC535543_007_01.png,https://api.github.com/repos/PaddlePaddle/PaddleOCR/contents/docs/datasets/images/table_PubTabNet_demo/PMC535543_007_01.png?ref=2661c7c0ef5c613e8f93c6e93b2e052399f0f854,PaddleOCR contributors,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,9a92582a81a93937da737ef4b8d6980feede20b1acc4cc4db862bb16638c80ab,28113,503,245,PNG,image/png
